time(s),Dist_cmd(m),Dept_cmd(m),AOA_cmd(Deg),SwingAng_cmd(Deg),BoomAng_cmd(Deg),ArmAng_cmd(Deg),BktAng_cmd(Deg),Dist_cur(m),Dept_cur(m),AOA_cur(Deg),SwingAng_cur(Deg),BoomAng_cur(Deg),ArmAng_cur(Deg),BktAng_cur(Deg),excavation state
1717035198.4258466,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035198.5311031,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035198.634238,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035198.737,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035198.8414223,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035198.9457705,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035199.058084,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,init_state
1717035199.2451015,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035199.3508196,6.964003302495977,-2.098579814059365,-60.90541362240652,178.7,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035199.4720707,6.964003302495977,-2.098579814059365,-60.90541362240652,178.68863119599817,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035199.5783546,6.964003302495977,-2.098579814059365,-60.90541362240652,178.66589358799453,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035199.6910522,6.964003302495977,-2.098579814059365,-60.90541362240652,178.63178717598907,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035199.7947757,6.964003302495977,-2.098579814059365,-60.90541362240652,178.5863119599818,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035199.8975294,6.964003302495977,-2.098579814059365,-60.90541362240652,178.5294679399727,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
1717035200.0022194,6.964003302495977,-2.098579814059365,-60.90541362240652,178.4612551159618,25.21014298575622,-108.11713594118635,22.001579333023614,6.965008961985932,-2.0994454910954903,-60.900000000000006,178.7,25.2,-108.1,22.0,0-init swing
