time(s),Dist_cmd(m),Dept_cmd(m),AOA_cmd(Deg),SwingAng_cmd(Deg),BoomAng_cmd(Deg),ArmAng_cmd(Deg),BktAng_cmd(Deg),Dist_cur(m),Dept_cur(m),AOA_cur(Deg),SwingAng_cur(Deg),BoomAng_cur(Deg),ArmAng_cur(Deg),BktAng_cur(Deg),excavation state
1716454127.192409,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.294918,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.397906,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.5003753,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.603099,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.7048273,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.810548,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145947860538264,-1.563323407583014,-51.2,1.2,26.0,-90.6,13.4,init_state
1716454127.91324,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.150717867401292,-1.573125071007476,-51.2,1.2,25.9,-90.5,13.4,init_state
1716454128.0159926,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.177129818892064,-1.6079881170676462,-51.099999999999994,1.2,25.5,-90.0,13.4,init_state
1716454128.11872,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.218668542162181,-1.6968656186671993,-51.09999999999998,1.2,24.6,-89.1,13.4,init_state
1716454128.221518,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.252520152317018,-1.8152023475598063,-51.30000000000001,1.2,23.5,-88.2,13.4,init_state
1716454128.3241892,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.288375072497438,-1.9444863651948243,-51.50000000000001,1.2,22.3,-87.2,13.4,init_state
1716454128.4308877,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.337329141673058,-2.028838861691569,-51.4,1.2,21.4,-86.1,13.3,init_state
1716454128.5368605,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.431790686684412,-2.034994913525617,-50.39999999999999,1.2,20.9,-84.6,13.3,init_state
1716454128.6393285,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.53591228896429,-2.020458842896539,-49.2,1.2,20.5,-83.0,13.3,init_state
1716454128.7470107,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.645810559394258,-1.9993370567944386,-47.899999999999984,1.2,20.1,-81.3,13.3,init_state
1716454128.850031,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.745820526835384,-1.9941743802810827,-46.7,1.2,19.6,-79.7,13.4,init_state
1716454128.952491,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.820722650251822,-2.030941686967928,-46.00000000000001,1.2,18.9,-78.3,13.4,init_state
1716454129.0562148,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.85752119755714,-2.0877114351197283,-46.50000000000001,1.2,18.3,-77.1,12.3,init_state
1716454129.1599076,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.863951124468606,-2.1537859543481686,-47.5,1.2,17.8,-76.3,11.0,init_state
1716454129.2646563,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.851991429952818,-2.219219736533446,-48.699999999999996,1.3,17.4,-75.8,9.7,init_state
1716454129.3693776,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.803206745588561,-2.3089646272817372,-50.39999999999999,1.3,17.0,-75.8,8.4,init_state
1716454129.4731042,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.758714439462386,-2.405772183766412,-52.0,1.3,16.5,-75.7,7.2,init_state
1716454129.574799,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.721449890338135,-2.47098232483291,-53.39999999999999,1.3,16.2,-75.6,6.0,init_state
1716454129.6778245,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.691802232943823,-2.4925621634786523,-54.49999999999999,1.3,16.2,-75.6,4.9,init_state
1716454129.7802851,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.666550850996739,-2.4738536379072693,-55.59999999999999,1.3,16.5,-75.6,3.5,init_state
1716454129.8911238,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.639184481563124,-2.4677889008844383,-56.699999999999996,1.4,16.7,-75.6,2.2,init_state
1716454129.9936786,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.614286460604877,-2.4962911032193325,-57.699999999999996,1.4,16.6,-75.5,1.2,init_state
1716454130.0976937,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.591645127334754,-2.510384091976791,-58.5,1.4,16.6,-75.5,0.4,init_state
1716454130.2001557,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.558847174790696,-2.5176726790388217,-59.7,1.4,16.7,-75.5,-0.9,init_state
1716454130.3031447,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.518570321360109,-2.527852368974135,-61.300000000000004,1.4,16.8,-75.4,-2.7,init_state
1716454130.4056067,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.48029231553753,-2.523223947473416,-62.7,1.4,17.0,-75.4,-4.3,init_state
1716454130.5083036,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.433732321212982,-2.535084030980106,-63.999999999999986,1.4,17.1,-75.6,-5.5,init_state
1716454130.6110582,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.398813264087764,-2.5404435117907767,-64.89999999999999,1.4,17.2,-75.8,-6.3,init_state
1716454130.7180345,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.346641818232701,-2.5418639323010934,-66.10000000000001,1.4,17.4,-76.2,-7.3,init_state
1716454130.8204684,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.282996429791545,-2.536199724494946,-67.39999999999999,1.4,17.7,-76.8,-8.3,init_state
1716454130.9262152,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.221338465396695,-2.5033350706142743,-68.7,1.5,18.2,-77.4,-9.5,init_state
1716454131.0311534,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.145823566891938,-2.512380408970592,-70.3,1.5,18.4,-78.0,-10.7,init_state
1716454131.134657,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,8.072070803159974,-2.4938153786500714,-71.89999999999999,1.5,18.8,-78.6,-12.1,init_state
1716454131.2393806,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.996415332390871,-2.4869105160017373,-73.50000000000001,1.5,19.1,-79.2,-13.4,init_state
1716454131.3420737,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.9157945323273715,-2.4923790724843036,-75.2,1.5,19.3,-79.8,-14.7,init_state
1716454131.447083,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.828101230078495,-2.4976149278848823,-77.10000000000001,1.5,19.5,-80.4,-16.2,init_state
1716454131.5498085,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.747417001231082,-2.4865394151016496,-78.8,1.5,19.8,-81.0,-17.6,init_state
1716454131.6522746,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.661874696846654,-2.4871740181080026,-80.6,1.5,20.0,-81.6,-19.0,init_state
1716454131.7592356,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.561611870572345,-2.500339522341126,-82.8,1.5,20.1,-82.2,-20.7,init_state
1716454131.8617141,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.475196654534272,-2.4965678844206103,-84.60000000000001,1.5,20.3,-82.8,-22.1,init_state
1716454131.9684293,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.374120158712773,-2.5042873266849313,-86.8,1.5,20.4,-83.4,-23.8,init_state
1716454132.0711236,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.283235706521883,-2.5190765125548467,-88.80000000000001,1.5,20.4,-83.9,-25.3,init_state
1716454132.1768715,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.188863418019616,-2.5312774487116716,-90.89999999999999,1.5,20.4,-84.4,-26.9,init_state
1716454132.2795663,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.102180578031177,-2.5284797581879697,-92.80000000000001,1.5,20.5,-84.9,-28.4,init_state
1716454132.3825874,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,7.020432046797699,-2.5211360358961374,-94.69999999999999,1.5,20.6,-85.3,-30.0,init_state
1716454132.4850178,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.931096571253874,-2.52334349502405,-96.8,1.5,20.6,-85.7,-31.7,init_state
1716454132.58977,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.8408804075964555,-2.53532207244204,-98.9,1.5,20.5,-86.1,-33.3,init_state
1716454132.693472,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.752103227697825,-2.5321369313425093,-101.0,1.5,20.5,-86.5,-35.0,init_state
1716454132.797466,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.667001434209151,-2.5270474351240826,-103.0,1.5,20.5,-86.9,-36.6,init_state
1716454132.899938,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.59379853198839,-2.5191206402692337,-104.80000000000003,1.5,20.5,-87.2,-38.1,init_state
1716454133.002664,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.5248519767291375,-2.5195067162278635,-106.60000000000001,1.5,20.4,-87.4,-39.6,init_state
1716454133.10536,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.449439671021522,-2.5067390354493084,-108.5,1.5,20.4,-87.7,-41.2,init_state
1716454133.2090836,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.389066156716321,-2.4932871755606993,-110.1,1.5,20.4,-87.9,-42.6,init_state
1716454133.3128343,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.32918997074829,-2.478401577590407,-111.69999999999999,1.5,20.4,-88.1,-44.0,init_state
1716454133.4155304,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.265543372327466,-2.47303622522714,-113.4,1.5,20.3,-88.3,-45.4,init_state
1716454133.520276,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.211582371387903,-2.470273924105361,-114.80000000000001,1.5,20.2,-88.5,-46.5,init_state
1716454133.6230114,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.166100643850701,-2.465885653992037,-116.10000000000001,1.5,20.1,-88.6,-47.6,init_state
1716454133.7237077,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.121019719135213,-2.4605856298926745,-117.4,1.5,20.0,-88.7,-48.7,init_state
1716454133.827454,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.069914307305657,-2.4685318349769494,-118.69999999999999,1.5,19.8,-88.9,-49.6,init_state
1716454133.9311762,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,6.023466732539578,-2.464990414289371,-119.89999999999999,1.5,19.7,-89.1,-50.5,init_state
1716454134.0349047,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.982483998089019,-2.458759398358794,-121.1,1.5,19.6,-89.2,-51.5,init_state
1716454134.139625,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.921778299662653,-2.4622835937911685,-122.60000000000001,1.5,19.4,-89.5,-52.5,init_state
1716454134.2423341,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.860010049034176,-2.444959412947253,-124.39999999999999,1.5,19.3,-89.7,-54.0,init_state
1716454134.3460727,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.783181487133031,-2.4141081784967735,-126.8,1.5,19.2,-89.9,-56.1,init_state
1716454134.4490588,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.723758476922672,-2.3811479914942386,-129.00000000000003,1.5,19.1,-89.9,-58.2,init_state
1716454134.5515082,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.663579984778715,-2.3437987964273486,-131.3,1.5,19.0,-89.9,-60.4,init_state
1716454134.6582086,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.597859611199981,-2.3035985137022434,-133.70000000000002,1.5,18.9,-90.0,-62.6,init_state
1716454134.7649536,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.563671697870538,-2.283860232102457,-134.70000000000002,1.5,18.9,-90.2,-63.4,init_state
1716454134.8686762,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.5688176251608805,-2.2821134251679487,-134.70000000000002,1.5,18.9,-90.1,-63.5,init_state
1716454134.973365,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.566450103283613,-2.2797664741896835,-134.8,1.5,18.9,-90.1,-63.6,init_state
1716454135.076091,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.571592973984571,-2.278010688582845,-134.8,1.5,18.9,-90.0,-63.7,init_state
1716454135.1808114,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.565685886547768,-2.278897754618531,-135.2,1.5,18.8,-89.9,-64.1,init_state
1716454135.286558,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.567076474339309,-2.2593102038822526,-135.8,1.5,18.8,-89.6,-65.0,init_state
1716454135.3892825,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.557806802107963,-2.241939156266737,-136.8,1.5,18.7,-89.3,-66.2,init_state
1716454135.4940033,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.5377881889011595,-2.211743461317065,-138.3,1.5,18.6,-89.0,-67.9,init_state
1716454135.5999818,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.508930094681377,-2.1973422949121177,-140.1,1.5,18.3,-88.7,-69.7,init_state
1716454135.7034426,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.488937990284409,-2.162638973100049,-141.70000000000002,1.5,18.2,-88.4,-71.5,init_state
1716454135.8051713,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.4641279757721435,-2.118948626836943,-143.59999999999997,1.5,18.1,-88.1,-73.6,init_state
1716454135.9088645,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.444921291984131,-2.0944515878000214,-145.2,1.5,17.9,-87.8,-75.3,init_state
1716454136.0136144,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.417772620588592,-2.040062297595312,-147.39999999999998,1.5,17.8,-87.5,-77.7,init_state
1716454136.1204443,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.387772376935075,-2.001176151910931,-149.5,1.5,17.6,-87.3,-79.8,init_state
1716454136.223312,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.363324638006662,-1.951653084280295,-151.5,1.5,17.5,-87.0,-82.1,init_state
1716454136.3257506,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.342390624153142,-1.9039985646626822,-153.40000000000003,1.5,17.4,-86.9,-83.9,init_state
1716454136.4314685,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.330761930262506,-1.8551743596131365,-154.89999999999998,1.5,17.4,-86.7,-85.6,init_state
1716454136.5362165,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.330215115847926,-1.8117040831970137,-155.8,1.5,17.5,-86.5,-86.8,init_state
1716454136.6409335,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.329687225332707,-1.7778776864178418,-156.10000000000002,1.5,17.7,-86.5,-87.3,init_state
1716454136.7456276,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.329120991411514,-1.7440178405251678,-156.39999999999998,1.5,17.9,-86.5,-87.8,init_state
1716454136.8504224,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.328516482331445,-1.7101250975138087,-156.7,1.4,18.1,-86.5,-88.3,init_state
1716454136.9531035,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.332101767586992,-1.6699638043372682,-156.8,1.4,18.4,-86.5,-88.8,init_state
1716454137.0568247,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.33419284283225,-1.6267075457384288,-157.0,1.4,18.7,-86.5,-89.2,init_state
1716454137.1597939,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.340166245821467,-1.5771721723548877,-157.0,1.4,19.1,-86.5,-89.6,init_state
1716454137.263275,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.347146453900806,-1.5151962930122407,-157.0,1.3,19.6,-86.5,-90.1,init_state
1716454137.3659983,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.354890806544889,-1.4562293796912673,-156.9,1.3,20.1,-86.5,-90.5,init_state
1716454137.469993,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.36452933711229,-1.387845603184612,-156.70000000000002,1.4,20.7,-86.5,-90.9,init_state
1716454137.5724468,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.367485162935959,-1.3340844802898304,-156.49999999999997,1.4,21.2,-86.6,-91.1,init_state
1716454137.6751432,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.377101309511225,-1.2686642783791515,-156.20000000000002,1.6,21.8,-86.6,-91.4,init_state
1716454137.7828796,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.374074234186634,-1.217263013844345,-156.0,1.8,22.3,-86.8,-91.5,init_state
1716454137.8876035,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.376176238721251,-1.1790478783138925,-155.7,2.1,22.7,-86.9,-91.5,init_state
1716454137.9903197,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.371740636836843,-1.1402060248326968,-155.5,2.5,23.1,-87.1,-91.5,init_state
1716454138.0980115,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.36894378383894,-1.0920709434385274,-155.20000000000002,2.9,23.6,-87.3,-91.5,init_state
1716454138.2017646,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.362484219795309,-1.050368587190548,-155.1,3.3,24.0,-87.5,-91.6,init_state
1716454138.3054905,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.35890414085255,-1.0024222184024958,-154.79999999999998,4.0,24.5,-87.7,-91.6,init_state
1716454138.4091806,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.351535439038481,-0.9732608756705834,-154.7,4.6,24.8,-87.9,-91.6,init_state
1716454138.5129323,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.345652000235224,-0.9348319155557722,-154.5,5.2,25.2,-88.1,-91.6,init_state
1716454138.6136665,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.345772006800959,-0.8969947353582174,-154.20000000000002,5.9,25.6,-88.3,-91.6,init_state
1716454138.7163591,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.339347635131229,-0.8587174067899024,-154.0,6.7,26.0,-88.4,-91.6,init_state
1716454138.8201106,5.665263678026926,-0.5032772486534516,-160.3,10.4,25.3,-79.6,-106.0,5.331212792065201,-0.8298356772454019,-153.9,7.4,26.3,-88.6,-91.6,init_state
