time(s),Dist_cmd(m),Dept_cmd(m),AOA_cmd(Deg),SwingAng_cmd(Deg),BoomAng_cmd(Deg),ArmAng_cmd(Deg),BktAng_cmd(Deg),Dist_cur(m),Dept_cur(m),AOA_cur(Deg),SwingAng_cur(Deg),BoomAng_cur(Deg),ArmAng_cur(Deg),BktAng_cur(Deg),excavation state
1716454764.5842986,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454764.6982856,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454764.802741,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454764.9084282,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.0151694,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.1178994,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.2295973,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.3323574,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.4370427,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.5418324,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.643464,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.7471876,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.8509614,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454765.9616385,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.0643675,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.1671488,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.2700613,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.3745387,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.4772353,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.5819852,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.684101,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.7924259,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.613058549691349,-1.8048072222007692,-36.20000000000001,3.8,20.5,-87.4,30.7,init_state
1716454766.8941233,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.623048308549986,-1.800525606085004,-36.20000000000001,3.8,20.5,-87.2,30.5,init_state
1716454766.997138,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.615135278685667,-1.8112585786948474,-36.60000000000001,3.8,20.5,-87.2,30.1,init_state
1716454767.0996008,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.623120080811084,-1.809616708851046,-36.699999999999996,3.8,20.5,-87.0,29.8,init_state
1716454767.210277,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.61690907509047,-1.8331510665949962,-37.199999999999996,3.8,20.4,-86.9,29.3,init_state
1716454767.3140266,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.61350515773245,-1.8570687277625877,-37.800000000000004,3.8,20.3,-86.7,28.6,init_state
1716454767.4217396,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.61985846971815,-1.8764699274687813,-38.4,3.8,20.2,-86.3,27.7,init_state
1716454767.5234392,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.60997766119028,-1.9261780080514141,-39.70000000000001,3.8,20.0,-85.9,26.2,init_state
1716454767.6304467,7.760508844909641,-1.5493331546297013,-36.1,-12.4,25.0,-104.7,43.6,8.601066857677981,-1.9655307356530496,-41.20000000000001,3.8,19.9,-85.4,24.3,init_state
